id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
877,open-access-switchboard,Accessibility & Assistive Tech,switchboard,"A routing switchboard that sends each task in computing that adapts across ability, context, and attention to the right module.",Switchboard for access systems,Router + routing tests,mkdir open-access-switchboard && cd open-access-switchboard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
878,aurora-access-receipt,Accessibility & Assistive Tech,receipt,"A verifiable receipt system for actions, outcomes, and handoffs in computing that adapts across ability, context, and attention.",Receipt for access systems,Receipt schema + signer,mkdir aurora-access-receipt && cd aurora-access-receipt && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
879,cobalt-access-atelier,Accessibility & Assistive Tech,atelier,"A creative workbench for composing artifacts related to computing that adapts across ability, context, and attention.",Atelier for access systems,Asset pipeline + previewer,mkdir cobalt-access-atelier && cd cobalt-access-atelier && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
880,praxis-access-garden,Accessibility & Assistive Tech,garden,"A growth system that nurtures small contributions into mature assets for computing that adapts across ability, context, and attention.",Garden for access systems,Contribution tracker,mkdir praxis-access-garden && cd praxis-access-garden && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
881,humane-access-compass,Accessibility & Assistive Tech,compass,"A decision-support compass that scores options within computing that adapts across ability, context, and attention.",Compass for access systems,Scoring model + examples,mkdir humane-access-compass && cd humane-access-compass && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
882,neon-access-pulse,Accessibility & Assistive Tech,pulse,"A real-time pulse monitor for health signals in computing that adapts across ability, context, and attention.",Pulse for access systems,Metrics collector + UI,mkdir neon-access-pulse && cd neon-access-pulse && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
883,foundry-access-ritual,Accessibility & Assistive Tech,ritual,"A repeatable operating ritual that structures recurring work in computing that adapts across ability, context, and attention.",Ritual for access systems,Checklist engine + logs,mkdir foundry-access-ritual && cd foundry-access-ritual && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
884,root-access-scaffold,Accessibility & Assistive Tech,scaffold,"A repo scaffold that makes computing that adapts across ability, context, and attention production-ready from the first commit.",Scaffold for access systems,Starter repo + docs,mkdir root-access-scaffold && cd root-access-scaffold && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
885,field-access-archive,Accessibility & Assistive Tech,archive,"A durable archive that preserves versions, context, and annotations for computing that adapts across ability, context, and attention.",Archive for access systems,Archive layout + viewer,mkdir field-access-archive && cd field-access-archive && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
886,dovetail-access-resolver,Accessibility & Assistive Tech,resolver,"A conflict resolver that reconciles competing constraints in computing that adapts across ability, context, and attention.",Resolver for access systems,Resolution rules + tests,mkdir dovetail-access-resolver && cd dovetail-access-resolver && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
887,cairn-access-beacon,Accessibility & Assistive Tech,beacon,"A lightweight broadcast mechanism for publishing trusted signals about computing that adapts across ability, context, and attention.",Beacon for access systems,Pub/sub demo,mkdir cairn-access-beacon && cd cairn-access-beacon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
888,frontier-access-mixer,Accessibility & Assistive Tech,mixer,"A composition engine that blends modules and data streams for computing that adapts across ability, context, and attention.",Mixer for access systems,Mixer API + examples,mkdir frontier-access-mixer && cd frontier-access-mixer && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
889,quiet-access-contract,Accessibility & Assistive Tech,contract,"A machine-readable contract format for roles, limits, and guarantees in computing that adapts across ability, context, and attention.",Contract for access systems,Contract schema + linter,mkdir quiet-access-contract && cd quiet-access-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
890,sentinel-access-sentry,Accessibility & Assistive Tech,sentry,"A sentry that flags anomalies and unsafe transitions in computing that adapts across ability, context, and attention.",Sentry for access systems,Detector + alert mock,mkdir sentinel-access-sentry && cd sentinel-access-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
891,ember-access-loom,Accessibility & Assistive Tech,loom,"A weaving engine that turns fragmented inputs into coherent flows for computing that adapts across ability, context, and attention.",Loom for access systems,Flow builder + examples,mkdir ember-access-loom && cd ember-access-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
892,soma-access-prism,Accessibility & Assistive Tech,prism,"A multi-perspective review system for evaluating computing that adapts across ability, context, and attention.",Prism for access systems,Review rubric + UI,mkdir soma-access-prism && cd soma-access-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
893,glyph-access-turbine,Accessibility & Assistive Tech,turbine,"A momentum engine that converts small signals into prioritized work for computing that adapts across ability, context, and attention.",Turbine for access systems,Prioritizer + queue,mkdir glyph-access-turbine && cd glyph-access-turbine && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
894,lantern-access-dock,Accessibility & Assistive Tech,dock,"A docking standard that lets plugins attach cleanly to computing that adapts across ability, context, and attention.",Dock for access systems,Plugin API + sample plugin,mkdir lantern-access-dock && cd lantern-access-dock && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
895,blueprint-access-seedbank,Accessibility & Assistive Tech,seedbank,"A seedbank of reusable primitives, prompts, schemas, and tests for computing that adapts across ability, context, and attention.",Seedbank for access systems,Library + search,mkdir blueprint-access-seedbank && cd blueprint-access-seedbank && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
896,civic-access-scorecard,Accessibility & Assistive Tech,scorecard,"A scorecard system that converts qualitative outcomes into inspectable measures for computing that adapts across ability, context, and attention.",Scorecard for access systems,Metrics schema + report,mkdir civic-access-scorecard && cd civic-access-scorecard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
897,atlas-access-constellation,Accessibility & Assistive Tech,constellation,"A constellation view that links projects, people, and artifacts in computing that adapts across ability, context, and attention.",Constellation for access systems,Entity model + graph UI,mkdir atlas-access-constellation && cd atlas-access-constellation && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
898,halo-access-relay,Accessibility & Assistive Tech,relay,"A reliable relay for moving messages, context, and tasks across computing that adapts across ability, context, and attention.",Relay for access systems,Message bus + retries,mkdir halo-access-relay && cd halo-access-relay && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
899,kinetic-access-calibrator,Accessibility & Assistive Tech,calibrator,"A calibration suite that tunes thresholds and expectations for computing that adapts across ability, context, and attention.",Calibrator for access systems,Calibration tests + chart,mkdir kinetic-access-calibrator && cd kinetic-access-calibrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
900,mosaic-access-codex,Accessibility & Assistive Tech,codex,"A living codex that stores principles, examples, and reference patterns for computing that adapts across ability, context, and attention.",Codex for access systems,Docs engine + examples,mkdir mosaic-access-codex && cd mosaic-access-codex && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
901,steward-research-protocol,Open Research Infrastructure,protocol,"A protocol that standardizes research artifacts that are executable, reviewable, and reproducible across independent tools.",Protocol for research systems,Spec draft + reference validator,mkdir steward-research-protocol && cd steward-research-protocol && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
902,terra-research-kernel,Open Research Infrastructure,kernel,"A minimal runtime kernel for research artifacts that are executable, reviewable, and reproducible without vendor lock-in.",Kernel for research systems,Core runtime + CLI,mkdir terra-research-kernel && cd terra-research-kernel && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
903,kindred-research-ledger,Open Research Infrastructure,ledger,"An append-only event ledger for research artifacts that are executable, reviewable, and reproducible with replayable history.",Ledger for research systems,Event schema + replay demo,mkdir kindred-research-ledger && cd kindred-research-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
904,open-research-simulator,Open Research Infrastructure,simulator,"A simulation engine that stress-tests research artifacts that are executable, reviewable, and reproducible before deployment.",Simulator for research systems,Scenario runner + sample cases,mkdir open-research-simulator && cd open-research-simulator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
905,aurora-research-compiler,Open Research Infrastructure,compiler,"A compiler that converts human intent into machine-checkable plans for research artifacts that are executable, reviewable, and reproducible.",Compiler for research systems,Parser + plan IR,mkdir aurora-research-compiler && cd aurora-research-compiler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
906,cobalt-research-index,Open Research Infrastructure,index,"A semantic index that makes research artifacts that are executable, reviewable, and reproducible searchable, comparable, and reusable.",Index for research systems,Indexer + query API,mkdir cobalt-research-index && cd cobalt-research-index && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
907,praxis-research-canvas,Open Research Infrastructure,canvas,"An interactive canvas for designing and debugging research artifacts that are executable, reviewable, and reproducible.",Canvas for research systems,Web UI + example board,mkdir praxis-research-canvas && cd praxis-research-canvas && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
908,humane-research-agent,Open Research Infrastructure,agent,"A specialist agent that manages one narrow responsibility inside research artifacts that are executable, reviewable, and reproducible.",Agent for research systems,Agent contract + tests,mkdir humane-research-agent && cd humane-research-agent && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
909,neon-research-orchestrator,Open Research Infrastructure,orchestrator,"An orchestrator that coordinates modules responsible for research artifacts that are executable, reviewable, and reproducible.",Orchestrator for research systems,Router + plugin registry,mkdir neon-research-orchestrator && cd neon-research-orchestrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
910,foundry-research-guardian,Open Research Infrastructure,guardian,"A guard layer that detects failure, drift, and misuse in research artifacts that are executable, reviewable, and reproducible.",Guardian for research systems,Policy rules + audit log,mkdir foundry-research-guardian && cd foundry-research-guardian && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
911,root-research-codec,Open Research Infrastructure,codec,"A translation layer that converts messy inputs into structured records for research artifacts that are executable, reviewable, and reproducible.",Codec for research systems,Normalizer + fixtures,mkdir root-research-codec && cd root-research-codec && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
912,field-research-mesh,Open Research Infrastructure,mesh,"A federated mesh where peers share signals about research artifacts that are executable, reviewable, and reproducible without central control.",Mesh for research systems,Peer protocol + mock nodes,mkdir field-research-mesh && cd field-research-mesh && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
913,dovetail-research-notebook,Open Research Infrastructure,notebook,"A living notebook format where every claim about research artifacts that are executable, reviewable, and reproducible carries evidence.",Notebook for research systems,File format + renderer,mkdir dovetail-research-notebook && cd dovetail-research-notebook && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
914,cairn-research-sandbox,Open Research Infrastructure,sandbox,"A safe experimentation sandbox for testing research artifacts that are executable, reviewable, and reproducible under constraints.",Sandbox for research systems,Isolated runner + examples,mkdir cairn-research-sandbox && cd cairn-research-sandbox && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
915,frontier-research-graph,Open Research Infrastructure,graph,"A graph engine that models dependencies, roles, and constraints for research artifacts that are executable, reviewable, and reproducible.",Graph for research systems,Graph schema + viewer,mkdir frontier-research-graph && cd frontier-research-graph && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
916,quiet-research-daemon,Open Research Infrastructure,daemon,"A background daemon that watches changes and updates research artifacts that are executable, reviewable, and reproducible automatically.",Daemon for research systems,Watcher + config,mkdir quiet-research-daemon && cd quiet-research-daemon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
917,sentinel-research-lens,Open Research Infrastructure,lens,"A diagnostic lens that reveals hidden structure and weak points in research artifacts that are executable, reviewable, and reproducible.",Lens for research systems,Report generator,mkdir sentinel-research-lens && cd sentinel-research-lens && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
918,ember-research-bridge,Open Research Infrastructure,bridge,"A bridge connecting legacy tools to modern primitives for research artifacts that are executable, reviewable, and reproducible.",Bridge for research systems,Adapter + import script,mkdir ember-research-bridge && cd ember-research-bridge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
919,soma-research-forge,Open Research Infrastructure,forge,"A generator that creates starter modules for research artifacts that are executable, reviewable, and reproducible.",Forge for research systems,Template engine + sample project,mkdir soma-research-forge && cd soma-research-forge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
920,glyph-research-checkpoint,Open Research Infrastructure,checkpoint,"A checkpointing system that preserves state and rollback paths for research artifacts that are executable, reviewable, and reproducible.",Checkpoint for research systems,Snapshot API + restore test,mkdir glyph-research-checkpoint && cd glyph-research-checkpoint && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
921,lantern-research-radar,Open Research Infrastructure,radar,"A signal-detection layer that finds emerging patterns in research artifacts that are executable, reviewable, and reproducible.",Radar for research systems,Signal rules + dashboard,mkdir lantern-research-radar && cd lantern-research-radar && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
922,blueprint-research-passport,Open Research Infrastructure,passport,"A portable identity or credential artifact for participants in research artifacts that are executable, reviewable, and reproducible.",Passport for research systems,Credential schema + verifier,mkdir blueprint-research-passport && cd blueprint-research-passport && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
923,civic-research-map,Open Research Infrastructure,map,"A navigable map of actors, assets, and flows involved in research artifacts that are executable, reviewable, and reproducible.",Map for research systems,Map model + demo data,mkdir civic-research-map && cd civic-research-map && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
924,atlas-research-scheduler,Open Research Infrastructure,scheduler,"A constraint-aware scheduler for coordinating resources inside research artifacts that are executable, reviewable, and reproducible.",Scheduler for research systems,Solver + calendar export,mkdir atlas-research-scheduler && cd atlas-research-scheduler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
925,halo-research-vault,Open Research Infrastructure,vault,"A private vault for storing sensitive context used by research artifacts that are executable, reviewable, and reproducible.",Vault for research systems,Encrypted store + access policy,mkdir halo-research-vault && cd halo-research-vault && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
926,kinetic-research-mirror,Open Research Infrastructure,mirror,"A reflection system that compares stated goals to actual behavior in research artifacts that are executable, reviewable, and reproducible.",Mirror for research systems,Diff engine + report,mkdir kinetic-research-mirror && cd kinetic-research-mirror && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
927,mosaic-research-switchboard,Open Research Infrastructure,switchboard,"A routing switchboard that sends each task in research artifacts that are executable, reviewable, and reproducible to the right module.",Switchboard for research systems,Router + routing tests,mkdir mosaic-research-switchboard && cd mosaic-research-switchboard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
928,horizon-research-receipt,Open Research Infrastructure,receipt,"A verifiable receipt system for actions, outcomes, and handoffs in research artifacts that are executable, reviewable, and reproducible.",Receipt for research systems,Receipt schema + signer,mkdir horizon-research-receipt && cd horizon-research-receipt && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
929,thread-research-atelier,Open Research Infrastructure,atelier,"A creative workbench for composing artifacts related to research artifacts that are executable, reviewable, and reproducible.",Atelier for research systems,Asset pipeline + previewer,mkdir thread-research-atelier && cd thread-research-atelier && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
930,moral-research-garden,Open Research Infrastructure,garden,"A growth system that nurtures small contributions into mature assets for research artifacts that are executable, reviewable, and reproducible.",Garden for research systems,Contribution tracker,mkdir moral-research-garden && cd moral-research-garden && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
931,human-research-compass,Open Research Infrastructure,compass,"A decision-support compass that scores options within research artifacts that are executable, reviewable, and reproducible.",Compass for research systems,Scoring model + examples,mkdir human-research-compass && cd human-research-compass && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
932,oath-research-pulse,Open Research Infrastructure,pulse,"A real-time pulse monitor for health signals in research artifacts that are executable, reviewable, and reproducible.",Pulse for research systems,Metrics collector + UI,mkdir oath-research-pulse && cd oath-research-pulse && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
933,chrono-research-ritual,Open Research Infrastructure,ritual,"A repeatable operating ritual that structures recurring work in research artifacts that are executable, reviewable, and reproducible.",Ritual for research systems,Checklist engine + logs,mkdir chrono-research-ritual && cd chrono-research-ritual && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
934,harbor-research-scaffold,Open Research Infrastructure,scaffold,"A repo scaffold that makes research artifacts that are executable, reviewable, and reproducible production-ready from the first commit.",Scaffold for research systems,Starter repo + docs,mkdir harbor-research-scaffold && cd harbor-research-scaffold && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
935,quartz-research-archive,Open Research Infrastructure,archive,"A durable archive that preserves versions, context, and annotations for research artifacts that are executable, reviewable, and reproducible.",Archive for research systems,Archive layout + viewer,mkdir quartz-research-archive && cd quartz-research-archive && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
936,mantle-research-resolver,Open Research Infrastructure,resolver,"A conflict resolver that reconciles competing constraints in research artifacts that are executable, reviewable, and reproducible.",Resolver for research systems,Resolution rules + tests,mkdir mantle-research-resolver && cd mantle-research-resolver && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
937,aether-research-beacon,Open Research Infrastructure,beacon,"A lightweight broadcast mechanism for publishing trusted signals about research artifacts that are executable, reviewable, and reproducible.",Beacon for research systems,Pub/sub demo,mkdir aether-research-beacon && cd aether-research-beacon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
938,signal-research-mixer,Open Research Infrastructure,mixer,"A composition engine that blends modules and data streams for research artifacts that are executable, reviewable, and reproducible.",Mixer for research systems,Mixer API + examples,mkdir signal-research-mixer && cd signal-research-mixer && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
939,catalyst-research-contract,Open Research Infrastructure,contract,"A machine-readable contract format for roles, limits, and guarantees in research artifacts that are executable, reviewable, and reproducible.",Contract for research systems,Contract schema + linter,mkdir catalyst-research-contract && cd catalyst-research-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
940,nexus-research-sentry,Open Research Infrastructure,sentry,"A sentry that flags anomalies and unsafe transitions in research artifacts that are executable, reviewable, and reproducible.",Sentry for research systems,Detector + alert mock,mkdir nexus-research-sentry && cd nexus-research-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
941,oracle-research-loom,Open Research Infrastructure,loom,"A weaving engine that turns fragmented inputs into coherent flows for research artifacts that are executable, reviewable, and reproducible.",Loom for research systems,Flow builder + examples,mkdir oracle-research-loom && cd oracle-research-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
942,saffron-research-prism,Open Research Infrastructure,prism,"A multi-perspective review system for evaluating research artifacts that are executable, reviewable, and reproducible.",Prism for research systems,Review rubric + UI,mkdir saffron-research-prism && cd saffron-research-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
943,echo-research-turbine,Open Research Infrastructure,turbine,"A momentum engine that converts small signals into prioritized work for research artifacts that are executable, reviewable, and reproducible.",Turbine for research systems,Prioritizer + queue,mkdir echo-research-turbine && cd echo-research-turbine && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
944,source-research-dock,Open Research Infrastructure,dock,"A docking standard that lets plugins attach cleanly to research artifacts that are executable, reviewable, and reproducible.",Dock for research systems,Plugin API + sample plugin,mkdir source-research-dock && cd source-research-dock && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
945,lattice-research-seedbank,Open Research Infrastructure,seedbank,"A seedbank of reusable primitives, prompts, schemas, and tests for research artifacts that are executable, reviewable, and reproducible.",Seedbank for research systems,Library + search,mkdir lattice-research-seedbank && cd lattice-research-seedbank && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
946,vector-research-scorecard,Open Research Infrastructure,scorecard,"A scorecard system that converts qualitative outcomes into inspectable measures for research artifacts that are executable, reviewable, and reproducible.",Scorecard for research systems,Metrics schema + report,mkdir vector-research-scorecard && cd vector-research-scorecard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
947,veritas-research-constellation,Open Research Infrastructure,constellation,"A constellation view that links projects, people, and artifacts in research artifacts that are executable, reviewable, and reproducible.",Constellation for research systems,Entity model + graph UI,mkdir veritas-research-constellation && cd veritas-research-constellation && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
948,basalt-research-relay,Open Research Infrastructure,relay,"A reliable relay for moving messages, context, and tasks across research artifacts that are executable, reviewable, and reproducible.",Relay for research systems,Message bus + retries,mkdir basalt-research-relay && cd basalt-research-relay && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
949,meridian-research-calibrator,Open Research Infrastructure,calibrator,"A calibration suite that tunes thresholds and expectations for research artifacts that are executable, reviewable, and reproducible.",Calibrator for research systems,Calibration tests + chart,mkdir meridian-research-calibrator && cd meridian-research-calibrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
950,verdant-research-codex,Open Research Infrastructure,codex,"A living codex that stores principles, examples, and reference patterns for research artifacts that are executable, reviewable, and reproducible.",Codex for research systems,Docs engine + examples,mkdir verdant-research-codex && cd verdant-research-codex && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
951,atlas-experience-protocol,"Culture, Hospitality & Experience Tech",protocol,"A protocol that standardizes care, service, and atmosphere designed as reliable systems across independent tools.",Protocol for experience systems,Spec draft + reference validator,mkdir atlas-experience-protocol && cd atlas-experience-protocol && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
952,halo-experience-kernel,"Culture, Hospitality & Experience Tech",kernel,"A minimal runtime kernel for care, service, and atmosphere designed as reliable systems without vendor lock-in.",Kernel for experience systems,Core runtime + CLI,mkdir halo-experience-kernel && cd halo-experience-kernel && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
953,kinetic-experience-ledger,"Culture, Hospitality & Experience Tech",ledger,"An append-only event ledger for care, service, and atmosphere designed as reliable systems with replayable history.",Ledger for experience systems,Event schema + replay demo,mkdir kinetic-experience-ledger && cd kinetic-experience-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
954,mosaic-experience-simulator,"Culture, Hospitality & Experience Tech",simulator,"A simulation engine that stress-tests care, service, and atmosphere designed as reliable systems before deployment.",Simulator for experience systems,Scenario runner + sample cases,mkdir mosaic-experience-simulator && cd mosaic-experience-simulator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
955,horizon-experience-compiler,"Culture, Hospitality & Experience Tech",compiler,"A compiler that converts human intent into machine-checkable plans for care, service, and atmosphere designed as reliable systems.",Compiler for experience systems,Parser + plan IR,mkdir horizon-experience-compiler && cd horizon-experience-compiler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
